OBJECTID_BILLBOARD,LVBOARDS_,LVBOARDS_I,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_BILLBOARD,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
311,0,0, ,2101,S,Decatur,16301708004,16301708004,Las Vegas Billboards,672.0,40.0,0.0,03/05/03,U-0034-01, ,RQR-29711;RQR-29711, ,14x48,1,300,Final,1,577808.0,0.0,1.7,701.0,0.0,16301708004,701.0,701.0,163,01,7,08,004,213.0,2521-79,2521.0,1003.0,21474.8329202,3003.0,C,10.0,3.0,4.0,549.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89102.0,484259.0,213.0,1999 L L C,C/O MDL GROUP,5960 S JONES BLVD,LAS VEGAS NV 89118, , , ,891180000.0, ,2101.0, ,S,DECATUR,BLVD,LV, , , ,PM00230097        L2, ,PARCEL MAP FILE 23 PAGE 97,LOT 2, , , , ,2027.0,1979.0,20180515, ,2018051502382, ,NS,4594800.0,M,20180501, , , ,01,21,60,358000.0,1.0, ,2.0,388773.0, ,0.0,0.0,690283.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,362855.0,724583.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,16301708004,0.0, ,163,16301,163017,16301708,163,163017080,017,080,04,89118.0,0.0,002101   S DECATUR               BLVDL,0121  60,0023,0097,1999 L L C                      C/O MDL GROUP                   5960 S JONES BLVD               LAS VEGAS NV 89118,002101   S DECATUR               BLVD, ,358.0,1292.2731653,73747.62109375,1292.2731653109745
312,0,0, ,2252, ,Paradise,16203411011,16203411011,Chetak Development Corporation,672.0,55.0,0.0,01/22/03,SUP-1274, ,RQR-33882; RQR-12169; RQR-5925, ,14x48,1,300,Finaled,3,660725.0,0.9400000000000001,0.0,703.0,0.0,16203411011,703.0,703.0,162,03,4,11,011,203.0,2525-91,2525.0,1200.0,21379.7787559,5350.0,E,15.0,10.0,1.0,567.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89104.0,435427.0,203.0,CHETAK DEVELOPMENT CORPORATION,4755 DEAN MARTIN DR,LAS VEGAS NV 89103, , , , ,891030000.0, ,2244.0, , ,PARADISE,RD,LV, ,20030730:3596 VAC, ,PB00020100  B3    L10, ,SOUTH FIFTH STREET TRACT #1,PLAT BOOK 2 PAGE 100,LOT 10 BLOCK 3,& VAC ALLEY, , ,2027.0,1986.0,20001101, ,2000110101881, ,NS,5850000.0,M,20001101, , , ,03,21,61,355000.0,1.0, ,2.0,658670.0, ,0.0,0.0,916163.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,630154.0,946045.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250821,20250821,0.0, ,16203411011,0.0, ,162,16203,162034,16203411,162,162034110,034,110,11,89103.0,0.0,002244     PARADISE              RD  L,0321  61,0002,0100,CHETAK DEVELOPMENT CORPORATION  4755 DEAN MARTIN DR             LAS VEGAS NV 89103,002244     PARADISE              RD, ,355.0,1075.89399461,72600.5078125,1075.8939946035198
313,0,0, ,1002,E,Sahara,16203801116,16203801116,Reagan National Advertising,672.0,40.0,0.0,05/05/04,SUP-3973, ,RQR-33955; RQR-12020, ,14x48,1,300,Finalled,3,244772.0,0.0,0.8,701.0,0.0,16203801116,701.0,701.0,162,03,8,01,116,212.0,2525-98,2525.0,1200.0,21379.7787559,5350.0,E,15.0,10.0,1.0,570.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89104.0,436829.0,212.0,J G SAHARA L L C,3007 W HORIZON RIDGE PKWY # 210,HENDERSON NV 89052, , , , ,890520000.0, ,1000.0, ,E,SAHARA,AVE,LV,108, , ,00000000, ,PT SE4 SE4 SEC 03 21 61, , , , , ,2027.0,1970.0,20031002, ,2003100202077, ,NS,800000.0,R,20031001, , , ,03,21,61,358000.0,1.0, ,1.0,231739.0, ,0.0,0.0,129892.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,219542.0,129594.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250715,20250715,0.0, ,16203801116,0.0, ,162,16203,162038,16203801,162,162038011,038,011,16,89052.0,0.0,001000   E SAHARA                AVE L,0321  61,0000,0000,J G SAHARA L L C                3007 W HORIZON RIDGE PKWY # 210 HENDERSON NV 89052,001000   E SAHARA                AVE, ,358.0,782.75713647,37071.76953125,782.7571364732529
314,0,0, ,310,S,Main,13934201003,13934201003,"Barrick-Breo II, LLC",288.0,20.0,1307.0, ,U-106-95, ,RQR-13674; RQR-4187, ,12x24,0,300,Finalled,5,498850.0,0.0,0.24,701.0,0.0,13934201003,701.0,701.0,139,34,2,01,003,203.0,2425-32,2425.0,700.0,20035.3233974,4510.0,D,11.0,2.0,4.0,460.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89101.0,319949.0,203.0,T-U P R II L L C,1 S MAIN ST,LAS VEGAS NV 89101, , , , ,891010000.0,Union Plaza,310.0, ,S,MAIN,ST,LV, , , ,00000000, ,PT W2 SEC 34 20 61, , , , , ,2027.0,1983.0,20150213, ,2015021302185, ,NS,54527000.0,M,20040301, , , ,34,20,61,330000.0,1.0, ,0.0,164651.0, ,0.0,0.0,3812.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,164651.0,3890.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13934201003,0.0, ,139,13934,139342,13934201,139,139342010,342,010,03,89101.0,0.0,000310   S MAIN                  ST  L,3420  61,0000,0000,T-U P R II L L C                1 S MAIN ST                     LAS VEGAS NV 89101,000310   S MAIN                  ST, ,330.0,422.40543577,11139.228515625,422.4054357593194
315,0,0, ,1633,W,Bonanza,13928412001,13928411001,Clear Channel Outdoor,672.0,40.0,0.0,5/17/04, , , ,"L-2172-04, moved US95 widening",14x48,1,750,Finalled/Permitted,5,619085.0,0.0,9.77,807.0,0.0,13928412001,807.0,807.0,139,28,4,12,001,212.0,2324-83,2324.0,201.0,19539.1298865,4528.0,D,6.0,4.0,4.0,412.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89106.0,313139.0,212.0,DON & PAUL L L C,8350 EASTGATE RD,HENDERSON NV 89015, , , , ,890150000.0, ,1785.0, ,W,BONANZA,RD,LV,B,"FR 139-28-401-002,003,024,025,411-001;+.21C", ,PB01350030        L1, ,AHERN RENTAL MERGER & RESUB,PLAT BOOK 135 PAGE 30,LOT 1, , , ,2027.0,1974.0,20040609, ,2004060904347, ,NS,0.0, , , , , ,28,20,61,240000.0,1.0, ,10.0,950322.0, ,0.0,0.0,1239452.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,782005.0,1243705.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250908,20250908,0.0, ,13928411001,0.0, ,139,13928,139284,13928412,139,139284120,284,120,01,89015.0,0.0,001785   W BONANZA               RD  L,2820  61,0135,0030,DON & PAUL L L C                8350 EASTGATE RD                HENDERSON NV 89015,001785   W BONANZA               RD, ,240.0,3813.94042235,414064.6640625,3813.940422354291
316,0,0, ,1615,N,Decatur,13824804013,13824804013,Las Vegas Billboards,672.0,40.0,0.0,07/07/04,SUP-4169, ,RQR-30332,L-4859-04,14x48,1,300,Finalled,5,545063.0,0.0,0.51,701.0,0.0,13824804013,701.0,701.0,138,24,8,04,013,207.0,2221-99,2221.0,3423.0,21256.3725617,4001.0,D,3.0,3.0,4.0,349.0,,265026.231717,5,0.0,113.0,9805.19074535,15.32061054,89108.0,241081.0,207.0,1615 N DECATUR L L C,8019 ECHO CLIFF LN,LAS VEGAS NV 89129, , , , ,891290000.0, ,1615.0, ,N,DECATUR,BLVD,LV, , , ,00000000, ,PT SE4 SE4 SEC 24 20 60, , , , , ,2027.0,1964.0,20240516, ,2024051601553, ,NS,1600000.0,R,20240401, , , ,24,20,60,375000.0,1.0, ,1.0,112746.0, ,0.0,0.0,77200.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,104971.0,77107.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20240430,20240430,0.0, ,13824804013,0.0, ,138,13824,138248,13824804,138,138248040,248,040,13,89129.0,0.0,001615   N DECATUR               BLVDL,2420  60,0000,0000,1615 N DECATUR L L C            8019 ECHO CLIFF LN              LAS VEGAS NV 89129,001615   N DECATUR               BLVD, ,375.0,591.65967418,22602.80859375,591.6596741647417
317,0,0, ,1205,E,Sahara,16202401001,16202401001,Reagan National Advertising,672.0,40.0,0.0,08/06/04,SUP-3269, ,RQR-30328;RQR-13595, ,14x48,1,300,Approved,3,584859.0,0.0,3.68,701.0,0.0,16202401001,701.0,701.0,162,02,4,01,001,212.0,2526-91,2526.0,1300.0,19091.7986232,5565.0,E,15.0,10.0,1.0,573.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89104.0,433321.0,212.0,1205 E SAHARA AVENUE L L C,C/O REAL ONYX MGMT GRP,1151 S BUFFALO DR STE 220,LAS VEGAS NV 89117, , , ,891170000.0, ,1205.0, ,E,SAHARA,AVE,LV, , , ,00000000, ,PT SW4 SW4 SEC 02 21 61, , , , , ,2027.0,1961.0,20150611, ,2015061101440, ,NS,3000000.0,T,20150601, , , ,02,21,61,355000.0,1.0, ,4.0,1001481.0, ,0.0,0.0,653548.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,1001481.0,651940.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20240320,20240320,0.0, ,16202401001,0.0, ,162,16202,162024,16202401,162,162024010,024,010,01,89117.0,0.0,001205   E SAHARA                AVE L,0221  61,0000,0000,1205 E SAHARA AVENUE L L C      C/O REAL ONYX MGMT GRP          1151 S BUFFALO DR STE 220       LAS VEGAS NV 89117,001205   E SAHARA                AVE, ,355.0,1681.58968577,160872.333984375,1681.5896857761772
318,0,0, ,1509, ,Western,16204605005,16204605005,LAMAR,672.0,40.0,0.0,7/22/02,U-0104-02, ,RQR-39434; RQR-24331; RQR-5165, ,14x48,1,300,Finalled,3,571131.0,0.0,0.67,701.0,0.0,16204605005,701.0,701.0,162,04,6,05,005,212.0,2524-47,2524.0,204.0,18398.8109345,5562.0,E,15.0,10.0,4.0,558.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89102.0,437593.0,212.0,J S M PROPERTIES L L C,C/O S & M LIPKIN ~C/O J DEVERE,1509 WESTERN AVE,LAS VEGAS NV 89102, , , ,891020000.0, ,1509.0, , ,WESTERN,AVE,LV, , , ,00000000, ,PT SW4 NE4 SEC 04 21 61, , , , , ,2027.0,2008.0,20180606, ,2018060601489, ,NS,0.0, , , , , ,04,21,61,240000.0,1.0, ,1.0,280906.0, ,0.0,0.0,623280.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,268137.0,621718.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,16204605005,0.0, ,162,16204,162046,16204605,162,162046050,046,050,05,89102.0,0.0,001509     WESTERN               AVE L,0421  61,0000,0000,J S M PROPERTIES L L C          C/O S & M LIPKIN ~C/O J DEVERE  1509 WESTERN AVE                LAS VEGAS NV 89102,001509     WESTERN               AVE, ,240.0,763.81107233,34377.68359375,763.7798447644171
319,0,0, ,2744, ,Highland,16209202001,16209202001,Mountain View Estates,400.0,40.0,0.0,10/06/04,SUP-4592, ,RQR-35930,EOT-9680,10x40,1,300,Approved,1,635538.0,0.0,2.0100000000000002,701.0,0.0,16209202001,701.0,701.0,162,09,2,02,001,212.0,2624-32,2624.0,2201.0,24882.7749149,5014.0,E,15.0,10.0,1.0,606.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89109.0,444327.0,212.0,N Y P CORPORATION,6120 S TORREY PINES,LAS VEGAS NV 89118-3209, , , , ,891183209.0, ,2750.0, , ,HIGHLAND,DR,LV, ,SF 194-49, ,00000000, ,PT SW4 NW4 SEC 09 21 61, , , , , ,2027.0,1958.0,19840330, ,1984033056753, ,NS,0.0, , , , , ,09,21,61,240000.0,1.0, ,2.0,582247.0, ,0.0,0.0,224684.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,496442.0,219907.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250925,20250925,0.0, ,16209202001,0.0, ,162,16209,162092,16209202,162,162092020,092,020,01,89118.0,3209.0,002750     HIGHLAND              DR  L,0921  61,0000,0000,N Y P CORPORATION               6120 S TORREY PINES             LAS VEGAS NV 89118-3209,002750     HIGHLAND              DR, ,240.0,1454.89438815,88140.775390625,1454.894388152911
320,0,0, ,3542, ,Sirius,16208303027,16208303027,Las Vegas Billboards,288.0,40.0,0.0,10/06/04,SUP-4812, ,RQR-35793, ,12x24,1,300,Approved,1,573299.0,0.0,2.09,701.0,0.0,16208303027,701.0,701.0,162,08,3,03,027,200.0,2623-72,2623.0,2201.0,24882.7749149,5545.0,E,10.0,3.0,3.0,605.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89102.0,443918.0,200.0,JONATHAN PARK L L C,6050 S FORT APACHE RD # 200A,LAS VEGAS NV 89148, , , , ,891480000.0, ,3544.0, , ,SIRIUS,AVE,LV, , , ,00000000, ,PT NW4 SW4 SEC 08 21 61, , , , , ,2027.0,1964.0,20051117, ,2005111700723, ,NS,5372500.0,M,19960801, , , ,08,21,61,240000.0,1.0, ,2.0,401168.0, ,0.0,0.0,325536.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,363250.0,318629.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,16208303027,0.0, ,162,16208,162083,16208303,162,162083030,083,030,27,89148.0,0.0,003544     SIRIUS                AVE L,0821  61,0000,0000,JONATHAN PARK L L C             6050 S FORT APACHE RD # 200A    LAS VEGAS NV 89148,003544     SIRIUS                AVE, ,240.0,1215.82211804,90264.03125,1215.8221180517153
321,0,0, ,3319, ,Meade,16208303004,16208303004,Las Vegas Billboards,288.0,40.0,0.0,10/06/04,SUP-4811, ,RQR-35792,L-3618-05,12X24,1,300,Approved,1,590080.0,0.0,3.3200000000000003,701.0,0.0,16208303004,701.0,701.0,162,08,3,03,004,200.0,2623-63,2623.0,2201.0,24882.7749149,5545.0,E,10.0,3.0,3.0,605.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89102.0,443899.0,200.0,JONATHAN PARK L L C,6050 S FORT APACHE RD # 200A,LAS VEGAS NV 89148, , , , ,891480000.0, ,3311.0, , ,MEADE,AVE,LV, , , ,00000000, ,PT NW4 SW4 SEC 08 21 61, , , , , ,2027.0,1986.0,20051117, ,2005111700723, ,NS,5372500.0,M,19960801, , , ,08,21,61,240000.0,1.0, ,3.0,637264.0, ,0.0,0.0,800941.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,577030.0,814261.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,16208303004,0.0, ,162,16208,162083,16208303,162,162083030,083,030,04,89148.0,0.0,003311     MEADE                 AVE L,0821  61,0000,0000,JONATHAN PARK L L C             6050 S FORT APACHE RD # 200A    LAS VEGAS NV 89148,003311     MEADE                 AVE, ,240.0,1624.09861447,140566.41015625,1624.0986144671076
322,0,0, ,4490, ,Meadows,13931510019,13931510019,Orion Outdoor Media,672.0,40.0,8194.0,11/03/04,SUP-4807, ,RQR-30360,L-0076-05,14x48,1,750,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,0,0, ,7075, ,Craig,13803701003,13803701003,Orion Outdoor Media,672.0,40.0,0.0,11/17/04,SUP-4694,VAR-37837 Denied,RQR-30484,L-0337-05,14x48,1,750,Approved,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,0,0, ,4190, ,Meadows,13931510019,13931510019,Orion Outdoor Media,672.0,51.0,8193.0,12/01/04,SUP-4808, ,RQR-30599,L-0077-05,14x48,1,750,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,0,0, ,4120, ,Meadows,13930812005,13931510019,Orion Outdoor Media,672.0,40.0,8192.0,12/01/04,SUP-4809, ,RQR-30600,L-0078-05,14x48,1,750,Approved,1,578289.0,1.11000001,1.11,807.0,0.0,13930812005,807.0,807.0,139,30,8,12,005,213.0,2322-96,2322.0,105.0,19501.1953468,4623.0,D,10.0,3.0,4.0,446.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89107.0,316745.0,213.0,G G P MEADOWS MALL L L C,C/O BROOKFIELD PROPERTIES RETIAL,PO BOX 101042,CHICAGO IL 60610, , , ,606100000.0, ,4112.0, , ,MEADOWS,LN,LV, , , ,PB00180056, ,MEADOWS,PLAT BOOK 18 PAGE 56,PT UNNUMBERED LOT, , , ,2027.0,0.0,20030801, ,2003080102230, ,NS,0.0, , , , , ,30,20,61,350000.0,0.0, ,1.0,220002.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,186155.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,13931510016,0.0, ,139,13930,139308,13930812,139,139308120,308,120,05,60610.0,0.0,004112     MEADOWS               LN  L,3020  61,0018,0056,G G P MEADOWS MALL L L C        C/O BROOKFIELD PROPERTIES RETIALPO BOX 101042                   CHICAGO IL 60610,004112     MEADOWS               LN, ,350.0,1182.19935205,48554.302734375,1182.1993520503297
327,0,0, ,1985, ,Western,16204703010,16204703010,Las Vegas Billboards,672.0,40.0,0.0,12/15/04,SUP-4690, ,RQR-18714,L-3619-05,14x48,1,300,Approved,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,0,0, ,0,N,Decatur,13813505001,13813505001,Clear Channel Outdoor,288.0,0.0,0.0, , , , ,North Las Vegas,12x24,1,300, ,NLV,576782.0,0.0,21.35,701.0,0.0,13813505001,701.0,701.0,138,13,5,05,001,250.0,2121-18,2121.0,3616.0,42091.8115584,4039.0,D,6.0,4.0,4.0,1139.0,,0.0, ,0.0,0.0,0.0,0.0,89130.0,215187.0,250.0,MOSSMAN MYRA,1333 N ORANGE DR,HOLLYWOOD CA 90028, , , , ,900280000.0, ,3100.0, ,N,RANCHO,DR,NLV, , , ,00000000, ,PT NE4 NE4 SEC 13 20 60, , , , , ,2027.0,0.0,20241024, ,2024102402196, ,NS,0.0, , , , , ,13,20,60,0.0,0.0, ,21.0,2050663.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,1992073.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250107,20250107,0.0, ,13813505001,0.0, ,138,13813,138135,13813505,138,138135050,135,050,01,90028.0,0.0,003100   N RANCHO                DR  N,1320  60,0000,0000,MOSSMAN MYRA                    1333 N ORANGE DR                HOLLYWOOD CA 90028,003100   N RANCHO                DR, ,0.0,4049.69138767,924688.6953125,4049.385736295252
329,0,0, ,0,W,Cheyenne,13813505001,13813505001,Clear Channel Outdoor,288.0,0.0,0.0, , , , ,North Las Vegas,12x24,1,300, ,NLV,576782.0,0.0,21.35,701.0,0.0,13813505001,701.0,701.0,138,13,5,05,001,250.0,2121-18,2121.0,3616.0,42091.8115584,4039.0,D,6.0,4.0,4.0,1139.0,,0.0, ,0.0,0.0,0.0,0.0,89130.0,215187.0,250.0,MOSSMAN MYRA,1333 N ORANGE DR,HOLLYWOOD CA 90028, , , , ,900280000.0, ,3100.0, ,N,RANCHO,DR,NLV, , , ,00000000, ,PT NE4 NE4 SEC 13 20 60, , , , , ,2027.0,0.0,20241024, ,2024102402196, ,NS,0.0, , , , , ,13,20,60,0.0,0.0, ,21.0,2050663.0, ,0.0,0.0,0.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,1992073.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20250107,20250107,0.0, ,13813505001,0.0, ,138,13813,138135,13813505,138,138135050,135,050,01,90028.0,0.0,003100   N RANCHO                DR  N,1320  60,0000,0000,MOSSMAN MYRA                    1333 N ORANGE DR                HOLLYWOOD CA 90028,003100   N RANCHO                DR, ,0.0,4049.69138767,924688.6953125,4049.385736295252
330,0,0, ,6431,W,Charleston,16302114003,16302114003,Orion Outdoor Media,672.0,40.0,0.0,03/16/05,SUP-4693, ,RQR-40350; RQR-25210,L-3666-05,14x48,1,300,Approved,1,764973.0,0.0,0.79,807.0,0.0,16302114003,807.0,807.0,163,02,1,14,003,213.0,2519-14,2519.0,2905.0,22083.861821,3009.0,C,10.0,3.0,4.0,542.0,,161583.305707,1,0.0,83.0,11202.3105405,17.50361022,89146.0,484812.0,213.0,RUSSO ANDREA J & SUSAN R,441 MARES CT,PLEASANTON CA 94566-9506, , , , ,945669506.0, ,6431.0, ,W,CHARLESTON,BLVD,LV,UT 100, , ,PB00740081PT      L1, ,CHARLESTON VILLAGE,PLAT BOOK 74 PAGE 81,PT LOT 1, , , ,2027.0,2000.0,20091125, ,2009112503097, ,NS,1850000.0,R,20091101, , , ,02,21,60,358000.0,1.0, ,1.0,251724.0, ,0.0,0.0,140375.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,238475.0,144396.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,16302114001,0.0, ,163,16302,163021,16302114,163,163021140,021,140,03,94566.0,9506.0,006431   W CHARLESTON            BLVDL,0221  60,0074,0081,RUSSO ANDREA J & SUSAN R        441 MARES CT                    PLEASANTON CA 94566-9506,006431   W CHARLESTON            BLVD, ,358.0,839.35861832,34612.814453125,839.3586183188721
331,0,0, ,0, ,I 15,13922803001,0,LAMAR,0.0,0.0,0.0, , , , ,North Las Vegas, ,1,750, ,NLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0,0, ,4510, ,Charleston,14032401006,0,LAMAR,672.0,40.0,0.0,08/16/03,SUP-2290, ,RQR-28731, ,14x48,1,300, ,3,692089.0,0.0,1.48,701.0,0.0,14032401006,701.0,701.0,140,32,4,01,006,200.0,2429-92,2429.0,519.0,16131.5499417,5007.0,E,14.0,21.0,1.0,503.0,,150972.207738,3,0.0,57.0,8235.23370861,12.86755267,89104.0,359109.0,200.0,MER-CAR CORPORATION,C/O GATSKI COML RES,4755 DEAN MARTIN DR,LAS VEGAS NV 89103, , , ,891030000.0, ,4506.0, ,E,CHARLESTON,BLVD,LV, ,20091021:3306 RD, ,PM00580031        L1, ,PARCEL MAP FILE 58 PAGE 31,LOT 1, , , , ,2027.0,1990.0,20020328, ,2002032802281, ,NS,1800000.0,M,20020301, , , ,32,20,62,355000.0,1.0, ,1.0,225642.0, ,0.0,0.0,157503.0, ,0.0, ,0.0, ,0.0, ,0.0,0.0,203077.0,162053.0,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,N,20231117,20231117,0.0, ,14032401006,0.0, ,140,14032,140324,14032401,140,140324010,324,010,06,89103.0,0.0,004506   E CHARLESTON            BLVDL,3220  62,0058,0031,MER-CAR CORPORATION             C/O GATSKI COML RES             4755 DEAN MARTIN DR             LAS VEGAS NV 89103,004506   E CHARLESTON            BLVD, ,355.0,1430.26042838,65365.609375,1430.260428382993
